Time,Usage for V02_n1
2021-10-14T00:00:00.000Z,696
2021-10-15T00:00:00.000Z,752
2021-10-16T00:00:00.000Z,398
2021-10-17T00:00:00.000Z,455
2021-10-18T00:00:00.000Z,660
2021-10-19T00:00:00.000Z,697
2021-10-20T00:00:00.000Z,646
2021-10-21T00:00:00.000Z,706
2021-10-22T00:00:00.000Z,642
2021-10-23T00:00:00.000Z,398
2021-10-24T00:00:00.000Z,407
2021-10-25T00:00:00.000Z,801
2021-10-26T00:00:00.000Z,765
2021-10-27T00:00:00.000Z,708
2021-10-28T00:00:00.000Z,887
2021-10-29T00:00:00.000Z,682
2021-10-30T00:00:00.000Z,447
2021-10-31T00:00:00.000Z,411
2021-11-01T00:00:00.000Z,498
2021-11-02T00:00:00.000Z,1207
2021-11-03T00:00:00.000Z,924
2021-11-04T00:00:00.000Z,744
2021-11-05T00:00:00.000Z,771
2021-11-06T00:00:00.000Z,439
2021-11-07T00:00:00.000Z,433
2021-11-08T00:00:00.000Z,790
2021-11-09T00:00:00.000Z,1422
2021-11-10T00:00:00.000Z,2171
2021-11-11T00:00:00.000Z,1207
2021-11-12T00:00:00.000Z,735
2021-11-13T00:00:00.000Z,785
2021-11-14T00:00:00.000Z,534
2021-11-15T00:00:00.000Z,765
2021-11-16T00:00:00.000Z,847
2021-11-17T00:00:00.000Z,1013
2021-11-18T00:00:00.000Z,1015
2021-11-19T00:00:00.000Z,929
2021-11-20T00:00:00.000Z,568
2021-11-21T00:00:00.000Z,510
2021-11-22T00:00:00.000Z,822
2021-11-23T00:00:00.000Z,837
2021-11-24T00:00:00.000Z,1014
2021-11-25T00:00:00.000Z,1075
2021-11-26T00:00:00.000Z,942
2021-11-27T00:00:00.000Z,533
2021-11-28T00:00:00.000Z,553
2021-11-29T00:00:00.000Z,963
2021-11-30T00:00:00.000Z,831
2021-12-01T00:00:00.000Z,816
2021-12-02T00:00:00.000Z,2095
2021-12-03T00:00:00.000Z,780
2021-12-04T00:00:00.000Z,445
2021-12-05T00:00:00.000Z,567
2021-12-06T00:00:00.000Z,1854
2021-12-07T00:00:00.000Z,798
2021-12-08T00:00:00.000Z,2281
2021-12-09T00:00:00.000Z,1026
2021-12-10T00:00:00.000Z,749
2021-12-11T00:00:00.000Z,464
2021-12-12T00:00:00.000Z,720
2021-12-13T00:00:00.000Z,962
2021-12-14T00:00:00.000Z,1346
2021-12-15T00:00:00.000Z,1036
2021-12-16T00:00:00.000Z,1335
2021-12-17T00:00:00.000Z,1093
2021-12-18T00:00:00.000Z,769
2021-12-19T00:00:00.000Z,811
2021-12-20T00:00:00.000Z,1266
2021-12-21T00:00:00.000Z,1209
2021-12-22T00:00:00.000Z,1193
2021-12-23T00:00:00.000Z,1189
2021-12-24T00:00:00.000Z,877
2021-12-25T00:00:00.000Z,640
2021-12-26T00:00:00.000Z,512
2021-12-27T00:00:00.000Z,984
2021-12-28T00:00:00.000Z,1120
2021-12-29T00:00:00.000Z,1287
2021-12-30T00:00:00.000Z,1299
2021-12-31T00:00:00.000Z,998
2022-01-01T00:00:00.000Z,612
2022-01-02T00:00:00.000Z,639
2022-01-03T00:00:00.000Z,2604
2022-01-04T00:00:00.000Z,1082
2022-01-05T00:00:00.000Z,1545
2022-01-06T00:00:00.000Z,933
2022-01-07T00:00:00.000Z,1141
2022-01-08T00:00:00.000Z,855
2022-01-09T00:00:00.000Z,822
2022-01-10T00:00:00.000Z,1267
2022-01-11T00:00:00.000Z,1172
2022-01-12T00:00:00.000Z,1089
2022-01-13T00:00:00.000Z,1238
2022-01-14T00:00:00.000Z,4090
2022-01-15T00:00:00.000Z,1929
2022-01-16T00:00:00.000Z,7863
2022-01-17T00:00:00.000Z,5287
2022-01-18T00:00:00.000Z,5579
2022-01-19T00:00:00.000Z,10027
2022-01-20T00:00:00.000Z,32113
2022-01-21T00:00:00.000Z,57859
2022-01-22T00:00:00.000Z,3409
2022-01-23T00:00:00.000Z,20615
2022-01-24T00:00:00.000Z,6514
2022-01-25T00:00:00.000Z,62303
2022-01-26T00:00:00.000Z,41526
2022-01-27T00:00:00.000Z,62751
2022-01-28T00:00:00.000Z,26300
2022-01-29T00:00:00.000Z,49917
2022-01-30T00:00:00.000Z,41956
2022-01-31T00:00:00.000Z,10698
2022-02-01T00:00:00.000Z,63907
2022-02-02T00:00:00.000Z,70672
2022-02-03T00:00:00.000Z,47063
2022-02-04T00:00:00.000Z,54877
2022-02-05T00:00:00.000Z,48967
2022-02-06T00:00:00.000Z,26872
2022-02-07T00:00:00.000Z,11233
2022-02-08T00:00:00.000Z,12120
2022-02-09T00:00:00.000Z,17157
2022-02-10T00:00:00.000Z,15026
2022-02-11T00:00:00.000Z,27651
2022-02-12T00:00:00.000Z,7153
2022-02-13T00:00:00.000Z,7131
2022-02-14T00:00:00.000Z,10378
2022-02-15T00:00:00.000Z,7757
2022-02-16T00:00:00.000Z,4150
2022-02-17T00:00:00.000Z,36783
2022-02-18T00:00:00.000Z,43882
2022-02-19T00:00:00.000Z,47531
2022-02-20T00:00:00.000Z,42235
2022-02-21T00:00:00.000Z,7667
2022-02-22T00:00:00.000Z,8359
2022-02-23T00:00:00.000Z,18267
2022-02-24T00:00:00.000Z,14012
2022-02-25T00:00:00.000Z,17588
2022-02-26T00:00:00.000Z,8063
2022-02-27T00:00:00.000Z,3372
2022-02-28T00:00:00.000Z,54339
2022-03-01T00:00:00.000Z,59078
2022-03-02T00:00:00.000Z,67570
2022-03-03T00:00:00.000Z,52429
2022-03-04T00:00:00.000Z,7587
2022-03-05T00:00:00.000Z,2541
2022-03-06T00:00:00.000Z,31068
2022-03-07T00:00:00.000Z,41553
2022-03-08T00:00:00.000Z,8407
2022-03-09T00:00:00.000Z,67985
2022-03-10T00:00:00.000Z,8163
2022-03-11T00:00:00.000Z,17155
2022-03-12T00:00:00.000Z,5118
2022-03-13T00:00:00.000Z,55028
2022-03-14T00:00:00.000Z,20022
2022-03-15T00:00:00.000Z,65044
2022-03-16T00:00:00.000Z,12105
2022-03-17T00:00:00.000Z,3863
2022-03-18T00:00:00.000Z,23910
2022-03-19T00:00:00.000Z,5067
2022-03-20T00:00:00.000Z,24484
2022-03-21T00:00:00.000Z,11791
2022-03-22T00:00:00.000Z,14482
2022-03-23T00:00:00.000Z,7513
2022-03-24T00:00:00.000Z,7921
2022-03-25T00:00:00.000Z,17850
2022-03-26T00:00:00.000Z,15352
2022-03-27T00:00:00.000Z,12110
2022-03-28T00:00:00.000Z,8339
2022-03-29T00:00:00.000Z,54558
2022-03-30T00:00:00.000Z,46337
2022-03-31T00:00:00.000Z,9978
2022-04-01T00:00:00.000Z,13959
2022-04-02T00:00:00.000Z,75778
2022-04-03T00:00:00.000Z,9298
2022-04-04T00:00:00.000Z,6499
2022-04-05T00:00:00.000Z,5597
2022-04-06T00:00:00.000Z,9320
2022-04-07T00:00:00.000Z,9581
2022-04-08T00:00:00.000Z,17578
2022-04-09T00:00:00.000Z,56909
2022-04-10T00:00:00.000Z,4396
2022-04-11T00:00:00.000Z,8708
2022-04-12T00:00:00.000Z,18480
2022-04-13T00:00:00.000Z,
