Time,Usage for V02_n2
2022-03-24T10:00:00.000Z,4078
2022-03-24T12:00:00.000Z,3807
2022-03-24T14:00:00.000Z,3987
2022-03-24T16:00:00.000Z,28996
2022-03-24T18:00:00.000Z,48178
2022-03-24T20:00:00.000Z,27425
2022-03-24T22:00:00.000Z,37119
2022-03-25T00:00:00.000Z,4916
2022-03-25T02:00:00.000Z,3214
2022-03-25T04:00:00.000Z,3777
2022-03-25T06:00:00.000Z,3465
2022-03-25T08:00:00.000Z,3384
2022-03-25T10:00:00.000Z,4621
2022-03-25T12:00:00.000Z,4263
2022-03-25T14:00:00.000Z,4673
2022-03-25T16:00:00.000Z,29842
2022-03-25T18:00:00.000Z,47044
2022-03-25T20:00:00.000Z,29527
2022-03-25T22:00:00.000Z,37377
2022-03-26T00:00:00.000Z,31859
2022-03-26T02:00:00.000Z,29482
2022-03-26T04:00:00.000Z,30013
2022-03-26T06:00:00.000Z,29839
2022-03-26T08:00:00.000Z,30811
2022-03-26T10:00:00.000Z,5689
2022-03-26T12:00:00.000Z,3175
2022-03-26T14:00:00.000Z,3393
2022-03-26T16:00:00.000Z,30505
2022-03-26T18:00:00.000Z,45499
2022-03-26T20:00:00.000Z,30945
2022-03-26T22:00:00.000Z,43007
2022-03-27T00:00:00.000Z,16239
2022-03-27T02:00:00.000Z,3124
2022-03-27T04:00:00.000Z,3518
2022-03-27T06:00:00.000Z,3193
2022-03-27T08:00:00.000Z,3050
2022-03-27T10:00:00.000Z,3650
2022-03-27T12:00:00.000Z,3233
2022-03-27T14:00:00.000Z,3427
2022-03-27T16:00:00.000Z,36070
2022-03-27T18:00:00.000Z,52918
2022-03-27T20:00:00.000Z,42412
2022-03-27T22:00:00.000Z,9481
2022-03-28T00:00:00.000Z,3606
2022-03-28T02:00:00.000Z,3768
2022-03-28T04:00:00.000Z,4489
2022-03-28T06:00:00.000Z,3364
2022-03-28T08:00:00.000Z,3894
2022-03-28T10:00:00.000Z,4300
2022-03-28T12:00:00.000Z,3595
2022-03-28T14:00:00.000Z,4049
2022-03-28T16:00:00.000Z,36279
2022-03-28T18:00:00.000Z,54967
2022-03-28T20:00:00.000Z,52992
2022-03-28T22:00:00.000Z,23676
2022-03-29T00:00:00.000Z,3289
2022-03-29T02:00:00.000Z,3211
2022-03-29T04:00:00.000Z,3649
2022-03-29T06:00:00.000Z,3415
2022-03-29T08:00:00.000Z,3592
2022-03-29T10:00:00.000Z,4860
2022-03-29T12:00:00.000Z,3217
2022-03-29T14:00:00.000Z,3435
2022-03-29T16:00:00.000Z,36630
2022-03-29T18:00:00.000Z,55035
2022-03-29T20:00:00.000Z,32195
2022-03-29T22:00:00.000Z,48409
2022-03-30T00:00:00.000Z,3459
2022-03-30T02:00:00.000Z,3387
2022-03-30T04:00:00.000Z,3605
2022-03-30T06:00:00.000Z,3306
2022-03-30T08:00:00.000Z,3610
2022-03-30T10:00:00.000Z,4073
2022-03-30T12:00:00.000Z,3550
2022-03-30T14:00:00.000Z,6235
2022-03-30T16:00:00.000Z,36422
2022-03-30T18:00:00.000Z,59083
2022-03-30T20:00:00.000Z,39047
2022-03-30T22:00:00.000Z,40241
2022-03-31T00:00:00.000Z,3259
2022-03-31T02:00:00.000Z,3533
2022-03-31T04:00:00.000Z,3531
2022-03-31T06:00:00.000Z,3890
2022-03-31T08:00:00.000Z,4280
2022-03-31T10:00:00.000Z,4470
2022-03-31T12:00:00.000Z,3781
2022-03-31T14:00:00.000Z,3846
2022-03-31T16:00:00.000Z,36518
2022-03-31T18:00:00.000Z,55772
2022-03-31T20:00:00.000Z,44189
2022-03-31T22:00:00.000Z,41521
2022-04-01T00:00:00.000Z,3151
2022-04-01T02:00:00.000Z,3359
2022-04-01T04:00:00.000Z,3665
2022-04-01T06:00:00.000Z,3260
2022-04-01T08:00:00.000Z,3575
2022-04-01T10:00:00.000Z,4914
2022-04-01T12:00:00.000Z,4153
2022-04-01T14:00:00.000Z,4252
2022-04-01T16:00:00.000Z,36541
2022-04-01T18:00:00.000Z,55575
2022-04-01T20:00:00.000Z,35468
2022-04-01T22:00:00.000Z,36859
2022-04-02T00:00:00.000Z,29953
2022-04-02T02:00:00.000Z,31319
2022-04-02T04:00:00.000Z,29959
2022-04-02T06:00:00.000Z,30803
2022-04-02T08:00:00.000Z,20818
2022-04-02T10:00:00.000Z,5113
2022-04-02T12:00:00.000Z,3617
2022-04-02T14:00:00.000Z,3891
2022-04-02T16:00:00.000Z,37476
2022-04-02T18:00:00.000Z,55080
2022-04-02T20:00:00.000Z,43409
2022-04-02T22:00:00.000Z,13752
2022-04-03T00:00:00.000Z,3825
2022-04-03T02:00:00.000Z,3535
2022-04-03T04:00:00.000Z,3627
2022-04-03T06:00:00.000Z,35854
2022-04-03T08:00:00.000Z,44207
2022-04-03T10:00:00.000Z,70827
2022-04-03T12:00:00.000Z,11388
2022-04-03T14:00:00.000Z,3405
2022-04-03T16:00:00.000Z,36381
2022-04-03T18:00:00.000Z,54390
2022-04-03T20:00:00.000Z,39319
2022-04-03T22:00:00.000Z,32653
2022-04-04T00:00:00.000Z,9794
2022-04-04T02:00:00.000Z,4022
2022-04-04T04:00:00.000Z,3796
2022-04-04T06:00:00.000Z,3588
2022-04-04T08:00:00.000Z,4150
2022-04-04T10:00:00.000Z,4441
2022-04-04T12:00:00.000Z,3823
2022-04-04T14:00:00.000Z,4225
2022-04-04T16:00:00.000Z,37112
2022-04-04T18:00:00.000Z,53805
2022-04-04T20:00:00.000Z,44307
2022-04-04T22:00:00.000Z,34542
2022-04-05T00:00:00.000Z,3398
2022-04-05T02:00:00.000Z,3257
2022-04-05T04:00:00.000Z,3756
2022-04-05T06:00:00.000Z,3735
2022-04-05T08:00:00.000Z,4566
2022-04-05T10:00:00.000Z,4555
2022-04-05T12:00:00.000Z,3776
2022-04-05T14:00:00.000Z,4011
2022-04-05T16:00:00.000Z,36608
2022-04-05T18:00:00.000Z,54573
2022-04-05T20:00:00.000Z,46505
2022-04-05T22:00:00.000Z,5391
2022-04-06T00:00:00.000Z,3357
2022-04-06T02:00:00.000Z,3366
2022-04-06T04:00:00.000Z,3746
2022-04-06T06:00:00.000Z,3697
2022-04-06T08:00:00.000Z,3843
2022-04-06T10:00:00.000Z,4758
2022-04-06T12:00:00.000Z,4192
2022-04-06T14:00:00.000Z,5404
2022-04-06T16:00:00.000Z,37164
2022-04-06T18:00:00.000Z,54465
2022-04-06T20:00:00.000Z,51168
2022-04-06T22:00:00.000Z,35224
2022-04-07T00:00:00.000Z,3431
2022-04-07T02:00:00.000Z,4087
2022-04-07T04:00:00.000Z,3754
2022-04-07T06:00:00.000Z,3696
2022-04-07T08:00:00.000Z,4898
2022-04-07T10:00:00.000Z,4846
2022-04-07T12:00:00.000Z,4260
2022-04-07T14:00:00.000Z,3932
2022-04-07T16:00:00.000Z,36691
2022-04-07T18:00:00.000Z,54485
2022-04-07T20:00:00.000Z,53508
2022-04-07T22:00:00.000Z,21296
2022-04-08T00:00:00.000Z,3574
2022-04-08T02:00:00.000Z,3514
2022-04-08T04:00:00.000Z,4494
2022-04-08T06:00:00.000Z,3728
2022-04-08T08:00:00.000Z,3955
2022-04-08T10:00:00.000Z,4594
2022-04-08T12:00:00.000Z,4580
2022-04-08T14:00:00.000Z,3798
2022-04-08T16:00:00.000Z,36393
2022-04-08T18:00:00.000Z,57983
2022-04-08T20:00:00.000Z,49127
2022-04-08T22:00:00.000Z,47796
2022-04-09T00:00:00.000Z,31407
2022-04-09T02:00:00.000Z,30060
2022-04-09T04:00:00.000Z,30299
2022-04-09T06:00:00.000Z,30366
2022-04-09T08:00:00.000Z,19540
2022-04-09T10:00:00.000Z,4409
2022-04-09T12:00:00.000Z,3190
2022-04-09T14:00:00.000Z,3439
2022-04-09T16:00:00.000Z,36298
2022-04-09T18:00:00.000Z,55330
2022-04-09T20:00:00.000Z,45406
2022-04-09T22:00:00.000Z,8311
2022-04-10T00:00:00.000Z,3851
2022-04-10T02:00:00.000Z,3209
2022-04-10T04:00:00.000Z,3677
2022-04-10T06:00:00.000Z,3289
2022-04-10T08:00:00.000Z,3328
2022-04-10T10:00:00.000Z,3758
2022-04-10T12:00:00.000Z,3391
2022-04-10T14:00:00.000Z,4499
2022-04-10T16:00:00.000Z,36415
2022-04-10T18:00:00.000Z,55562
2022-04-10T20:00:00.000Z,29386
2022-04-10T22:00:00.000Z,53116
2022-04-11T00:00:00.000Z,3710
2022-04-11T02:00:00.000Z,3852
2022-04-11T04:00:00.000Z,3881
2022-04-11T06:00:00.000Z,36161
2022-04-11T08:00:00.000Z,4126
2022-04-11T10:00:00.000Z,4482
2022-04-11T12:00:00.000Z,5438
2022-04-11T14:00:00.000Z,48217
2022-04-11T16:00:00.000Z,103837
2022-04-11T18:00:00.000Z,57846
2022-04-11T20:00:00.000Z,52585
2022-04-11T22:00:00.000Z,29569
2022-04-12T00:00:00.000Z,3504
2022-04-12T02:00:00.000Z,3237
2022-04-12T04:00:00.000Z,3675
2022-04-12T06:00:00.000Z,3765
2022-04-12T08:00:00.000Z,3944
2022-04-12T10:00:00.000Z,4566
2022-04-12T12:00:00.000Z,3804
2022-04-12T14:00:00.000Z,3607
2022-04-12T16:00:00.000Z,36388
2022-04-12T18:00:00.000Z,55258
2022-04-12T20:00:00.000Z,41084
2022-04-12T22:00:00.000Z,40506
2022-04-13T00:00:00.000Z,4061
2022-04-13T02:00:00.000Z,3332
2022-04-13T04:00:00.000Z,3665
2022-04-13T06:00:00.000Z,3734
2022-04-13T08:00:00.000Z,
2022-04-13T10:00:00.000Z,
