Time,Read rate for S_n1,Write rate for S_n1,Usage for S_n1
2022-04-01T06:00:00.000Z,798,3682,4480
2022-04-01T08:00:00.000Z,686,3527,4214
2022-04-01T10:00:00.000Z,12415,3907,16322
2022-04-01T12:00:00.000Z,1505,4848,6354
2022-04-01T14:00:00.000Z,1904,4019,5925
2022-04-01T16:00:00.000Z,13411,5460,18871
2022-04-01T18:00:00.000Z,3145,3186,6332
2022-04-01T20:00:00.000Z,4021,5371,9393
2022-04-01T22:00:00.000Z,5746,6339,12085
2022-04-02T00:00:00.000Z,6621,3443,10064
2022-04-02T02:00:00.000Z,1136,3189,4326
2022-04-02T04:00:00.000Z,649,3751,4401
2022-04-02T06:00:00.000Z,552,3016,3569
2022-04-02T08:00:00.000Z,709,3172,3883
2022-04-02T10:00:00.000Z,660,3497,4157
2022-04-02T12:00:00.000Z,657,3304,3962
2022-04-02T14:00:00.000Z,2163,4259,6423
2022-04-02T16:00:00.000Z,549,3081,3631
2022-04-02T18:00:00.000Z,2203,3122,5325
2022-04-02T20:00:00.000Z,3067,3579,6646
2022-04-02T22:00:00.000Z,5484,5789,11273
2022-04-03T00:00:00.000Z,4471,3528,8000
2022-04-03T02:00:00.000Z,1291,3156,4448
2022-04-03T04:00:00.000Z,11541,4288,15831
2022-04-03T06:00:00.000Z,765,3948,4714
2022-04-03T08:00:00.000Z,2452,3681,6134
2022-04-03T10:00:00.000Z,573,3214,3788
2022-04-03T12:00:00.000Z,772,3204,3977
2022-04-03T14:00:00.000Z,1811,4311,6123
2022-04-03T16:00:00.000Z,13305,4837,18143
2022-04-03T18:00:00.000Z,3592,3410,7003
2022-04-03T20:00:00.000Z,2207,3576,5783
2022-04-03T22:00:00.000Z,13577,5703,19280
2022-04-04T00:00:00.000Z,7892,4326,12219
2022-04-04T02:00:00.000Z,899,3070,3970
2022-04-04T04:00:00.000Z,1396,5077,6474
2022-04-04T06:00:00.000Z,803,3842,4645
2022-04-04T08:00:00.000Z,1078,9849,10928
2022-04-04T10:00:00.000Z,781,3497,4279
2022-04-04T12:00:00.000Z,1222,4041,5264
2022-04-04T14:00:00.000Z,4789,4615,9404
2022-04-04T16:00:00.000Z,18705,5442,24147
2022-04-04T18:00:00.000Z,4862,3187,8049
2022-04-04T20:00:00.000Z,3898,4435,8334
2022-04-04T22:00:00.000Z,16972,5753,22726
2022-04-05T00:00:00.000Z,4724,4847,9572
2022-04-05T02:00:00.000Z,837,2992,3830
2022-04-05T04:00:00.000Z,1082,4016,5099
2022-04-05T06:00:00.000Z,1055,4556,5612
2022-04-05T08:00:00.000Z,1855,4225,6081
2022-04-05T10:00:00.000Z,709,3275,3986
2022-04-05T12:00:00.000Z,1536,3597,5133
2022-04-05T14:00:00.000Z,4393,3349,7742
2022-04-05T16:00:00.000Z,13582,5325,18908
2022-04-05T18:00:00.000Z,3743,3041,6785
2022-04-05T20:00:00.000Z,3280,3488,6769
2022-04-05T22:00:00.000Z,14872,5978,20850
2022-04-06T00:00:00.000Z,6951,3170,10121
2022-04-06T02:00:00.000Z,782,2390,3173
2022-04-06T04:00:00.000Z,1021,2651,3673
2022-04-06T06:00:00.000Z,1049,4626,5676
2022-04-06T08:00:00.000Z,1008,3351,4359
2022-04-06T10:00:00.000Z,972,3312,4284
2022-04-06T12:00:00.000Z,936,3821,4758
2022-04-06T14:00:00.000Z,2353,3967,6321
2022-04-06T16:00:00.000Z,13522,4697,18220
2022-04-06T18:00:00.000Z,4346,2817,7164
2022-04-06T20:00:00.000Z,3407,4570,7978
2022-04-06T22:00:00.000Z,18896,5343,24240
2022-04-07T00:00:00.000Z,4676,3960,8636
2022-04-07T02:00:00.000Z,605,2590,3195
2022-04-07T04:00:00.000Z,855,3247,4102
2022-04-07T06:00:00.000Z,600,4913,5514
2022-04-07T08:00:00.000Z,1436,4232,5669
2022-04-07T10:00:00.000Z,1013,3427,4441
2022-04-07T12:00:00.000Z,1520,4389,5910
2022-04-07T14:00:00.000Z,2426,4373,6799
2022-04-07T16:00:00.000Z,13432,5001,18434
2022-04-07T18:00:00.000Z,2510,3511,6022
2022-04-07T20:00:00.000Z,4408,4868,9277
2022-04-07T22:00:00.000Z,14434,5760,20195
2022-04-08T00:00:00.000Z,9473,3897,13371
2022-04-08T02:00:00.000Z,1273,3818,5091
2022-04-08T04:00:00.000Z,976,3231,4208
2022-04-08T06:00:00.000Z,935,5031,5967
2022-04-08T08:00:00.000Z,749,3459,4209
2022-04-08T10:00:00.000Z,937,3480,4417
2022-04-08T12:00:00.000Z,868,3488,4357
2022-04-08T14:00:00.000Z,2247,4160,6407
2022-04-08T16:00:00.000Z,13381,5761,19143
2022-04-08T18:00:00.000Z,2774,3254,6029
2022-04-08T20:00:00.000Z,4425,4917,9343
2022-04-08T22:00:00.000Z,7636,5380,13016
2022-04-09T00:00:00.000Z,4337,3212,7550
2022-04-09T02:00:00.000Z,802,2475,3279
2022-04-09T04:00:00.000Z,550,2643,3194
2022-04-09T06:00:00.000Z,594,3839,4434
2022-04-09T08:00:00.000Z,700,2996,3697
2022-04-09T10:00:00.000Z,481,3266,3748
2022-04-09T12:00:00.000Z,1861,4012,5873
2022-04-09T14:00:00.000Z,1205,3008,4213
2022-04-09T16:00:00.000Z,635,2837,3473
2022-04-09T18:00:00.000Z,2165,2964,5129
2022-04-09T20:00:00.000Z,6023,3261,9285
2022-04-09T22:00:00.000Z,5666,5288,10955
2022-04-10T00:00:00.000Z,4814,2925,7740
2022-04-10T02:00:00.000Z,8506,2580,11086
2022-04-10T04:00:00.000Z,24591,3979,28571
2022-04-10T06:00:00.000Z,3781,3860,7642
2022-04-10T08:00:00.000Z,4768,2832,7601
2022-04-10T10:00:00.000Z,897,2975,3874
2022-04-10T12:00:00.000Z,1619,3240,4860
2022-04-10T14:00:00.000Z,1770,3905,5676
2022-04-10T16:00:00.000Z,13474,4902,18375
2022-04-10T18:00:00.000Z,3430,2944,6376
2022-04-10T20:00:00.000Z,3305,3822,7128
2022-04-10T22:00:00.000Z,13976,5405,19382
2022-04-11T00:00:00.000Z,8331,4995,13326
2022-04-11T02:00:00.000Z,985,2946,3932
2022-04-11T04:00:00.000Z,2177,4502,6680
2022-04-11T06:00:00.000Z,913,5835,6748
2022-04-11T08:00:00.000Z,890,3753,4644
2022-04-11T10:00:00.000Z,1360,3811,5172
2022-04-11T12:00:00.000Z,1153,3938,5091
2022-04-11T14:00:00.000Z,4759,4600,9359
2022-04-11T16:00:00.000Z,13462,5182,18645
2022-04-11T18:00:00.000Z,6251,4272,10524
2022-04-11T20:00:00.000Z,4405,3939,8345
2022-04-11T22:00:00.000Z,16487,5594,22082
2022-04-12T00:00:00.000Z,6069,3601,9671
2022-04-12T02:00:00.000Z,811,3190,4002
2022-04-12T04:00:00.000Z,1875,3755,5630
2022-04-12T06:00:00.000Z,684,3434,4119
2022-04-12T08:00:00.000Z,822,4286,5109
2022-04-12T10:00:00.000Z,1002,3585,4588
2022-04-12T12:00:00.000Z,1534,4527,6061
2022-04-12T14:00:00.000Z,4393,3828,8221
2022-04-12T16:00:00.000Z,13327,5201,18528
2022-04-12T18:00:00.000Z,3500,4122,7623
2022-04-12T20:00:00.000Z,3698,5372,9071
2022-04-12T22:00:00.000Z,16600,8193,24794
2022-04-13T00:00:00.000Z,9827,4506,14333
2022-04-13T02:00:00.000Z,1045,3212,4257
2022-04-13T04:00:00.000Z,1066,3482,4548
2022-04-13T06:00:00.000Z,1145,4283,5428
2022-04-13T08:00:00.000Z,,,
2022-04-13T10:00:00.000Z,,,
