Time,Read rate for S_n4,Write rate for S_n4,Usage for S_n4
2022-03-18T00:00:00.000Z,3503,2830,6334
2022-03-18T02:00:00.000Z,8087,3683,11771
2022-03-18T04:00:00.000Z,4130,71205,75335
2022-03-18T06:00:00.000Z,3170,55010,58181
2022-03-18T08:00:00.000Z,1477,2256,3734
2022-03-18T10:00:00.000Z,3585,4443,8029
2022-03-18T12:00:00.000Z,1506,2241,3748
2022-03-18T14:00:00.000Z,1109,1875,2985
2022-03-18T16:00:00.000Z,1212,2040,3252
2022-03-18T18:00:00.000Z,8448,23577,32025
2022-03-18T20:00:00.000Z,5386,26656,32042
2022-03-18T22:00:00.000Z,7877,27313,35191
2022-03-19T00:00:00.000Z,8503,29024,37527
2022-03-19T02:00:00.000Z,7140,27229,34370
2022-03-19T04:00:00.000Z,17982,11559,29542
2022-03-19T06:00:00.000Z,36752,1841,38593
2022-03-19T08:00:00.000Z,36809,2091,38901
2022-03-19T10:00:00.000Z,36800,2318,39119
2022-03-19T12:00:00.000Z,32722,2276,34998
2022-03-19T14:00:00.000Z,36275,2386,38662
2022-03-19T16:00:00.000Z,36772,2217,38989
2022-03-19T18:00:00.000Z,31948,1793,33742
2022-03-19T20:00:00.000Z,32650,1766,34417
2022-03-19T22:00:00.000Z,14906,2363,17269
2022-03-20T00:00:00.000Z,12607,2007,14614
2022-03-20T02:00:00.000Z,5815,2626,8442
2022-03-20T04:00:00.000Z,1995,2314,4310
2022-03-20T06:00:00.000Z,1009,1923,2932
2022-03-20T08:00:00.000Z,979,1644,2624
2022-03-20T10:00:00.000Z,905,1538,2444
2022-03-20T12:00:00.000Z,1110,1728,2839
2022-03-20T14:00:00.000Z,985,1605,2590
2022-03-20T16:00:00.000Z,1490,1781,3272
2022-03-20T18:00:00.000Z,2450,1908,4359
2022-03-20T20:00:00.000Z,1857,1959,3817
2022-03-20T22:00:00.000Z,3758,2892,6651
2022-03-21T00:00:00.000Z,1711,1945,3657
2022-03-21T02:00:00.000Z,2942,2042,4985
2022-03-21T04:00:00.000Z,2492,2130,4623
2022-03-21T06:00:00.000Z,1282,1811,3094
2022-03-21T08:00:00.000Z,1945,2751,4697
2022-03-21T10:00:00.000Z,2561,2527,5088
2022-03-21T12:00:00.000Z,1412,2289,3701
2022-03-21T14:00:00.000Z,1393,4686,6080
2022-03-21T16:00:00.000Z,1121,2039,3161
2022-03-21T18:00:00.000Z,7506,4620,12127
2022-03-21T20:00:00.000Z,2482,1936,4420
2022-03-21T22:00:00.000Z,2880,2242,5122
2022-03-22T00:00:00.000Z,1984,2530,4515
2022-03-22T02:00:00.000Z,2759,2774,5534
2022-03-22T04:00:00.000Z,2003,2027,4031
2022-03-22T06:00:00.000Z,1289,1851,3140
2022-03-22T08:00:00.000Z,1568,1983,3551
2022-03-22T10:00:00.000Z,2052,2529,4582
2022-03-22T12:00:00.000Z,1906,2250,4157
2022-03-22T14:00:00.000Z,1533,3877,5410
2022-03-22T16:00:00.000Z,1482,2527,4009
2022-03-22T18:00:00.000Z,7040,4748,11790
2022-03-22T20:00:00.000Z,2313,1805,4119
2022-03-22T22:00:00.000Z,3071,2188,5260
2022-03-23T00:00:00.000Z,2054,2110,4165
2022-03-23T02:00:00.000Z,3155,2635,5791
2022-03-23T04:00:00.000Z,2293,1914,4208
2022-03-23T06:00:00.000Z,975,1835,2812
2022-03-23T08:00:00.000Z,1168,1989,3158
2022-03-23T10:00:00.000Z,2242,4516,6758
2022-03-23T12:00:00.000Z,1499,3646,5146
2022-03-23T14:00:00.000Z,2351,74529,76881
2022-03-23T16:00:00.000Z,1352,2484,3837
2022-03-23T18:00:00.000Z,6533,2069,8602
2022-03-23T20:00:00.000Z,2822,2218,5041
2022-03-23T22:00:00.000Z,3151,4137,7288
2022-03-24T00:00:00.000Z,2238,176432,178671
2022-03-24T02:00:00.000Z,1426,172303,173729
2022-03-24T04:00:00.000Z,19495,39028,58524
2022-03-24T06:00:00.000Z,4608,9811,14421
2022-03-24T08:00:00.000Z,1844,30329,32173
2022-03-24T10:00:00.000Z,2442,51710,54152
2022-03-24T12:00:00.000Z,6930,5589,12519
2022-03-24T14:00:00.000Z,1902,2305,4208
2022-03-24T16:00:00.000Z,1304,2017,3323
2022-03-24T18:00:00.000Z,15419,12917,28337
2022-03-24T20:00:00.000Z,16364,2394,18759
2022-03-24T22:00:00.000Z,3112,2910,6023
2022-03-25T00:00:00.000Z,2198,211145,213343
2022-03-25T02:00:00.000Z,23484,169948,193433
2022-03-25T04:00:00.000Z,56726,1971,58698
2022-03-25T06:00:00.000Z,66259,38143,104403
2022-03-25T08:00:00.000Z,1907,76163,78071
2022-03-25T10:00:00.000Z,1944,2543,4488
2022-03-25T12:00:00.000Z,1252,4158,5411
2022-03-25T14:00:00.000Z,1212,1997,3209
2022-03-25T16:00:00.000Z,1182,2150,3332
2022-03-25T18:00:00.000Z,7185,3549,10735
2022-03-25T20:00:00.000Z,1850,1678,3529
2022-03-25T22:00:00.000Z,4768,2729,7497
2022-03-26T00:00:00.000Z,23876,3057,26934
2022-03-26T02:00:00.000Z,32124,2247,34372
2022-03-26T04:00:00.000Z,70399,3950,74349
2022-03-26T06:00:00.000Z,59161,3594,62756
2022-03-26T08:00:00.000Z,5167,40078,45246
2022-03-26T10:00:00.000Z,1636,1885,3522
2022-03-26T12:00:00.000Z,1209,3937,5147
2022-03-26T14:00:00.000Z,946,1690,2636
2022-03-26T16:00:00.000Z,971,1464,2437
2022-03-26T18:00:00.000Z,2388,1766,4154
2022-03-26T20:00:00.000Z,2950,2174,5125
2022-03-26T22:00:00.000Z,3151,2245,5397
2022-03-27T00:00:00.000Z,6756,3195,9951
2022-03-27T02:00:00.000Z,3695,2338,6033
2022-03-27T04:00:00.000Z,1238,2448,3686
2022-03-27T06:00:00.000Z,925,1594,2520
2022-03-27T08:00:00.000Z,968,1879,2848
2022-03-27T10:00:00.000Z,1050,1683,2734
2022-03-27T12:00:00.000Z,1171,1818,2990
2022-03-27T14:00:00.000Z,1301,2481,3783
2022-03-27T16:00:00.000Z,983,1680,2663
2022-03-27T18:00:00.000Z,2321,1628,3950
2022-03-27T20:00:00.000Z,3889,1964,5853
2022-03-27T22:00:00.000Z,3895,50197,54093
2022-03-28T00:00:00.000Z,2602,253471,256074
2022-03-28T02:00:00.000Z,2859,84461,87321
2022-03-28T04:00:00.000Z,1220,1948,3169
2022-03-28T06:00:00.000Z,7586,2512,10099
2022-03-28T08:00:00.000Z,1356,6628,7985
2022-03-28T10:00:00.000Z,3205,7694,10899
2022-03-28T12:00:00.000Z,1279,2972,4251
2022-03-28T14:00:00.000Z,1175,2545,3721
2022-03-28T16:00:00.000Z,4761,3008,7770
2022-03-28T18:00:00.000Z,4709,2719,7429
2022-03-28T20:00:00.000Z,3370,2487,5858
2022-03-28T22:00:00.000Z,6037,48949,54988
2022-03-29T00:00:00.000Z,10107,280595,290703
2022-03-29T02:00:00.000Z,2485,76125,78610
2022-03-29T04:00:00.000Z,2249,2411,4660
2022-03-29T06:00:00.000Z,7429,2839,10269
2022-03-29T08:00:00.000Z,2490,2827,5318
2022-03-29T10:00:00.000Z,2768,3236,6005
2022-03-29T12:00:00.000Z,1583,3072,4656
2022-03-29T14:00:00.000Z,1561,4065,5627
2022-03-29T16:00:00.000Z,5249,4100,9350
2022-03-29T18:00:00.000Z,3743,2511,6254
2022-03-29T20:00:00.000Z,4061,2790,6852
2022-03-29T22:00:00.000Z,7275,5064,12340
2022-03-30T00:00:00.000Z,3550,3597,7147
2022-03-30T02:00:00.000Z,2290,2815,5105
2022-03-30T04:00:00.000Z,1074,2538,3613
2022-03-30T06:00:00.000Z,1420,2802,4223
2022-03-30T08:00:00.000Z,1579,3161,4742
2022-03-30T10:00:00.000Z,1999,3462,5462
2022-03-30T12:00:00.000Z,1593,78240,79834
2022-03-30T14:00:00.000Z,1424,6442,7867
2022-03-30T16:00:00.000Z,4966,3953,8920
2022-03-30T18:00:00.000Z,3323,3502,6826
2022-03-30T20:00:00.000Z,3580,2639,6220
2022-03-30T22:00:00.000Z,7382,48324,55706
2022-03-31T00:00:00.000Z,2198,230235,232434
2022-03-31T02:00:00.000Z,2782,114330,117113
2022-03-31T04:00:00.000Z,1898,2538,4437
2022-03-31T06:00:00.000Z,1927,2792,4719
2022-03-31T08:00:00.000Z,2415,2695,5111
2022-03-31T10:00:00.000Z,2957,5074,8031
2022-03-31T12:00:00.000Z,2045,2110,4155
2022-03-31T14:00:00.000Z,1363,2266,3630
2022-03-31T16:00:00.000Z,4797,1985,6783
2022-03-31T18:00:00.000Z,2909,1860,4769
2022-03-31T20:00:00.000Z,3126,1647,4774
2022-03-31T22:00:00.000Z,6347,48838,55185
2022-04-01T00:00:00.000Z,3200,270322,273522
2022-04-01T02:00:00.000Z,2703,70716,73419
2022-04-01T04:00:00.000Z,1106,1577,2684
2022-04-01T06:00:00.000Z,1368,2267,3636
2022-04-01T08:00:00.000Z,1189,2086,3276
2022-04-01T10:00:00.000Z,2255,4054,6309
2022-04-01T12:00:00.000Z,1396,2017,3414
2022-04-01T14:00:00.000Z,1180,2048,3229
2022-04-01T16:00:00.000Z,4545,2147,6693
2022-04-01T18:00:00.000Z,3199,1555,4755
2022-04-01T20:00:00.000Z,3118,1868,4986
2022-04-01T22:00:00.000Z,5012,2039,7052
2022-04-02T00:00:00.000Z,7752,3249,11002
2022-04-02T02:00:00.000Z,7957,2843,10801
2022-04-02T04:00:00.000Z,4716,5134,9850
2022-04-02T06:00:00.000Z,5177,2165,7343
2022-04-02T08:00:00.000Z,1719,2154,3875
2022-04-02T10:00:00.000Z,4181,4318,8499
2022-04-02T12:00:00.000Z,5004,2011,7016
2022-04-02T14:00:00.000Z,1540,2196,3737
2022-04-02T16:00:00.000Z,1012,1923,2936
2022-04-02T18:00:00.000Z,2190,1908,4099
2022-04-02T20:00:00.000Z,3604,1908,5513
2022-04-02T22:00:00.000Z,4543,2597,7140
2022-04-03T00:00:00.000Z,3063,2653,5716
2022-04-03T02:00:00.000Z,3140,2073,5213
2022-04-03T04:00:00.000Z,1100,2343,3444
2022-04-03T06:00:00.000Z,869,1456,2326
2022-04-03T08:00:00.000Z,1097,1565,2663
2022-04-03T10:00:00.000Z,1159,3576,4735
2022-04-03T12:00:00.000Z,1022,1773,2796
2022-04-03T14:00:00.000Z,957,1537,2495
2022-04-03T16:00:00.000Z,899,1496,2396
2022-04-03T18:00:00.000Z,1620,1521,3142
2022-04-03T20:00:00.000Z,2216,1737,3953
2022-04-03T22:00:00.000Z,3375,43509,46885
2022-04-04T00:00:00.000Z,1801,197655,199457
2022-04-04T02:00:00.000Z,3193,147151,150345
2022-04-04T04:00:00.000Z,1294,1690,2984
2022-04-04T06:00:00.000Z,1190,2001,3192
2022-04-04T08:00:00.000Z,1544,2062,3607
2022-04-04T10:00:00.000Z,1872,4192,6065
2022-04-04T12:00:00.000Z,1572,2554,4127
2022-04-04T14:00:00.000Z,1254,2066,3320
2022-04-04T16:00:00.000Z,4602,2269,6871
2022-04-04T18:00:00.000Z,3361,1760,5121
2022-04-04T20:00:00.000Z,3927,2334,6262
2022-04-04T22:00:00.000Z,6894,2466,9360
2022-04-05T00:00:00.000Z,2208,1881,4089
2022-04-05T02:00:00.000Z,3150,2178,5328
2022-04-05T04:00:00.000Z,1506,1776,3283
2022-04-05T06:00:00.000Z,1479,2062,3542
2022-04-05T08:00:00.000Z,2362,2706,5069
2022-04-05T10:00:00.000Z,2650,4515,7166
2022-04-05T12:00:00.000Z,1840,2806,4647
2022-04-05T14:00:00.000Z,1497,2099,3596
2022-04-05T16:00:00.000Z,4122,2205,6328
2022-04-05T18:00:00.000Z,3938,1736,5675
2022-04-05T20:00:00.000Z,3056,1724,4781
2022-04-05T22:00:00.000Z,3896,2198,6095
2022-04-06T00:00:00.000Z,3941,4581,8522
2022-04-06T02:00:00.000Z,2275,2210,4487
2022-04-06T04:00:00.000Z,2459,1891,4351
2022-04-06T06:00:00.000Z,1139,11616,12756
2022-04-06T08:00:00.000Z,1347,280953,282301
2022-04-06T10:00:00.000Z,1986,96597,98584
2022-04-06T12:00:00.000Z,2425,2218,4644
2022-04-06T14:00:00.000Z,3038,4072,7111
2022-04-06T16:00:00.000Z,4814,2173,6988
2022-04-06T18:00:00.000Z,3641,4081,7723
2022-04-06T20:00:00.000Z,2853,1513,4367
2022-04-06T22:00:00.000Z,3714,87444,91159
2022-04-07T00:00:00.000Z,2350,250464,252815
2022-04-07T02:00:00.000Z,3524,51052,54577
2022-04-07T04:00:00.000Z,1532,1552,3085
2022-04-07T06:00:00.000Z,2038,1874,3912
2022-04-07T08:00:00.000Z,2101,3340,5441
2022-04-07T10:00:00.000Z,2301,4676,6978
2022-04-07T12:00:00.000Z,1816,2762,4579
2022-04-07T14:00:00.000Z,1242,2310,3553
2022-04-07T16:00:00.000Z,5067,12381,17449
2022-04-07T18:00:00.000Z,5135,27093,32228
2022-04-07T20:00:00.000Z,8018,26563,34581
2022-04-07T22:00:00.000Z,6162,109752,115915
2022-04-08T00:00:00.000Z,6733,269442,276176
2022-04-08T02:00:00.000Z,5891,76684,82576
2022-04-08T04:00:00.000Z,30153,2680,32834
2022-04-08T06:00:00.000Z,31329,2239,33568
2022-04-08T08:00:00.000Z,32072,1981,34053
2022-04-08T10:00:00.000Z,33194,2408,35603
2022-04-08T12:00:00.000Z,29477,4255,33733
2022-04-08T14:00:00.000Z,32437,2032,34470
2022-04-08T16:00:00.000Z,32137,1912,34049
2022-04-08T18:00:00.000Z,35223,1469,36693
2022-04-08T20:00:00.000Z,19764,1765,21531
2022-04-08T22:00:00.000Z,11797,2452,14251
2022-04-09T00:00:00.000Z,8440,4900,13341
2022-04-09T02:00:00.000Z,25802,15106,40909
2022-04-09T04:00:00.000Z,25675,7759,33435
2022-04-09T06:00:00.000Z,5743,1935,7679
2022-04-09T08:00:00.000Z,4349,1915,6265
2022-04-09T10:00:00.000Z,3669,2370,6040
2022-04-09T12:00:00.000Z,3810,4255,8065
2022-04-09T14:00:00.000Z,3486,2056,5543
2022-04-09T16:00:00.000Z,2772,2071,4844
2022-04-09T18:00:00.000Z,5303,1843,7146
2022-04-09T20:00:00.000Z,4552,2200,6753
2022-04-09T22:00:00.000Z,16595,2716,19312
2022-04-10T00:00:00.000Z,5929,5216,11146
2022-04-10T02:00:00.000Z,6478,3793,10271
2022-04-10T04:00:00.000Z,9454,5318,14772
2022-04-10T06:00:00.000Z,1519,2206,3726
2022-04-10T08:00:00.000Z,1838,2096,3935
2022-04-10T10:00:00.000Z,2379,4332,6711
2022-04-10T12:00:00.000Z,2247,2067,4315
2022-04-10T14:00:00.000Z,4201,2365,6567
2022-04-10T16:00:00.000Z,2122,2173,4295
2022-04-10T18:00:00.000Z,2029,2061,4091
2022-04-10T20:00:00.000Z,3527,2231,5758
2022-04-10T22:00:00.000Z,7867,72972,80839
2022-04-11T00:00:00.000Z,2378,253466,255845
2022-04-11T02:00:00.000Z,3496,69591,73089
2022-04-11T04:00:00.000Z,2087,2121,4209
2022-04-11T06:00:00.000Z,7737,1972,9710
2022-04-11T08:00:00.000Z,1315,2172,3488
2022-04-11T10:00:00.000Z,1896,4018,5915
2022-04-11T12:00:00.000Z,1685,5556,7241
2022-04-11T14:00:00.000Z,1855,2090,3946
2022-04-11T16:00:00.000Z,4330,2103,6434
2022-04-11T18:00:00.000Z,5775,2729,8505
2022-04-11T20:00:00.000Z,2778,1609,4388
2022-04-11T22:00:00.000Z,5108,5042,10150
2022-04-12T00:00:00.000Z,3279,7174,10453
2022-04-12T02:00:00.000Z,3750,5783,9535
2022-04-12T04:00:00.000Z,3679,4484,8163
2022-04-12T06:00:00.000Z,1887,1931,3818
2022-04-12T08:00:00.000Z,2052,2455,4508
2022-04-12T10:00:00.000Z,2227,4535,6763
2022-04-12T12:00:00.000Z,1366,2256,3623
2022-04-12T14:00:00.000Z,2164,2428,4593
2022-04-12T16:00:00.000Z,4352,2147,6500
2022-04-12T18:00:00.000Z,4709,2609,7319
2022-04-12T20:00:00.000Z,3697,2002,5700
2022-04-12T22:00:00.000Z,8117,80436,88554
2022-04-13T00:00:00.000Z,3909,261165,265075
2022-04-13T02:00:00.000Z,3289,61855,65145
2022-04-13T04:00:00.000Z,4193,2659,6854
2022-04-13T06:00:00.000Z,10303,3492,13796
2022-04-13T08:00:00.000Z,,,
2022-04-13T10:00:00.000Z,,,
